# --- Participant Metadata ---
# Participant Label: SUjVDNV4LcQ4QxVt4qVX1SDAPbi1
# Session ID: 1764130365664
# Session Date: 2025-11-26T04:12:45.664Z
# Consent Accepted: YES
# Consent Timestamp: N/A
# Survey Age Check: YES
# Survey Webcam Check: YES
# Survey Games Played: 서든어택 (Sudden Attack); 오버워치 2 (Overwatch 2)
# Survey Main Game: 서든어택 (Sudden Attack)
# Survey Main Game (Other): N/A
# Survey Aim Trainer Usage: no
# Survey Rank: 없음
# Survey Play Time: 100-500시간
# Survey Self-Assessment: 5

# --- System & Calibration ---
# Calibration Status: validated
# Validation Error (px): 96.00
# Validation Avg. StdDev (px): 64.75
# Calibration Completed At: 2025-11-26T04:11:42.682Z
# Screen Size: 2137x1226

# --- Training Summary ---
# Duration (s): 60
# Score: 38
# Accuracy (%): 82.61
# Targets Hit: 38/46
# Avg Reaction Time (ms): 1119.54
# Gaze Accuracy (%): 13.31
# Mouse Accuracy (%): 49.51

# --- Individual Task Results ---
# No structured task results were recorded for this session.

# --- Raw Gaze & Mouse Data ---
timestamp,taskId,targetX,targetY,gazeX,gazeY,mouseX,mouseY,targetHit
250362.79999998212,1,,,875.3763298983997,718.3356171108215,1068.5,613,false
250474,2,,,888.7432368436343,626.6881915908508,1068.5,613,false
250678.39999997616,target-1764130305613-0.37919190669250924,1897.03362630734,399.0915133831108,867.7683280851703,637.7998546163142,1068.5,613,false
250799,target-1764130305613-0.37919190669250924,2140.7764907948904,465.8069512140515,944.5169314708355,760.4504317014218,1068.5,613,false
250917.5,target-1764130305613-0.37919190669250924,3123.160937980048,271.87853604066663,1081.1518322608702,719.9222333601972,1068.5,613,false
251040,target-1764130305613-0.37919190669250924,2664.9508247184185,220.6607905984469,1056.410004886979,586.8595023245396,1068.5,613,false
251160.39999997616,target-1764130305613-0.37919190669250924,1285.3885490324765,388.5632408011933,1174.3865972290337,634.8351379208145,1068.5,613,false
251280.19999998808,target-1764130305613-0.37919190669250924,1235.922017843133,447.60619734671855,1141.132043977853,706.7201234154974,1068.5,613,false
251393.29999998212,target-1764130305613-0.37919190669250924,1184.9606714558875,556.042779133952,1090.8732543835315,666.127770245979,1068.5,613,false
251513.19999998808,target-1764130305613-0.37919190669250924,1103.5252333136395,577.5140747671337,1037.1255679308322,696.0600075300852,1068.5,613,false
251630.29999998212,target-1764130305613-0.37919190669250924,1091.3973237605621,580.0739938154803,1067.5757562185142,744.4799190634046,1068.5,613,false
251746.09999999404,target-1764130305613-0.37919190669250924,1057.5232297628727,577.672128592229,941.5737186687563,675.8699043360334,1068.5,613,false
251866.09999999404,target-1764130305613-0.37919190669250924,1057.5352364829096,592.4154308933598,914.9753640233558,625.0554358203566,1068.5,613,false
251964.19999998808,target-1764130305613-0.37919190669250924,1059.9563308922359,604.6893894198752,,,,,true
251988.89999997616,target-1764130307088-0.8685527236586391,37146.971403907126,22452.335905894906,907.9312203318915,637.06889640527,1068.5,613,false
252105.39999997616,target-1764130307088-0.8685527236586391,37146.971403907126,22452.335905894906,980.7362080777291,911.8208985469338,1068.5,613,false
252226.79999998212,target-1764130307088-0.8685527236586391,48095.61854169602,29037.24582150222,1042.0506601139132,845.11833546971,1068.5,613,false
252352.09999999404,target-1764130307088-0.8685527236586391,-2796.478401405415,-1608.559024173074,1008.0323250490442,827.2261998671479,1068.5,613,false
252487.5,target-1764130307088-0.8685527236586391,596.7737738638756,339.7898485262701,982.5037306025976,801.7295760077874,1068.5,613,false
252613.79999998212,target-1764130307088-0.8685527236586391,818.3736230370886,471.1033479186116,933.8018358613703,701.437696416016,1068.5,613,false
252733.29999998212,target-1764130307088-0.8685527236586391,855.3538746444044,483.96491233994146,997.5046137295977,643.9658015022007,1068.5,613,false
252846.89999997616,target-1764130307088-0.8685527236586391,1026.4756849194212,603.6603866049936,979.8351514473618,652.7352001603535,1068.5,613,false
252962.89999997616,target-1764130307088-0.8685527236586391,1037.0629799929152,621.2000463277986,1006.9071386450727,688.7299994590771,1068.5,613,false
253079.29999998212,target-1764130307088-0.8685527236586391,1034.9471907157986,621.1338056209464,997.4714202383162,756.3550147502509,1068.5,613,false
253191.39999997616,target-1764130307088-0.8685527236586391,1039.1643878864506,633.5291332516047,1033.9864587220284,701.185904854373,1068.5,613,false
253308.59999999404,target-1764130307088-0.8685527236586391,1043.400947079078,628.7317740205206,1163.04104718403,785.5158384223682,1068.5,613,false
253423.69999998808,target-1764130307088-0.8685527236586391,1070.8606332576448,616.7691444290887,1088.6610774278151,783.9115801859704,1068.5,613,false
253465.39999997616,target-1764130307088-0.8685527236586391,1070.8606332576448,616.7691444290887,,,,,true
253541.89999997616,target-1764130308599-0.4558214718602903,2219.1045293503335,1056.0254159571762,1067.7830955912675,746.7714663936099,1068.5,613,false
253658.5,target-1764130308599-0.4558214718602903,2219.1045293503335,1056.0254159571762,1196.7279184365398,881.9878948686387,1068.5,613,false
253783.19999998808,target-1764130308599-0.4558214718602903,2074.3346191404116,1024.8839313468345,1121.7555599262732,754.8135786798618,1068.5,613,false
253909.39999997616,target-1764130308599-0.4558214718602903,1362.6775354951753,821.4145122097284,1017.0825066132887,665.5543268555663,1068.5,613,false
254026.69999998808,target-1764130308599-0.4558214718602903,1278.5079112230312,785.0250644939672,966.1812235130296,631.8272252029269,1068.5,613,false
254157.09999999404,target-1764130308599-0.4558214718602903,1162.1977741906962,679.2358328190635,1059.4458174485449,703.0207430173978,1068.5,613,false
254286.09999999404,target-1764130308599-0.4558214718602903,1116.9741520556815,600.272468949246,1107.1558282438455,717.2650529941649,1068.5,613,false
254407.89999997616,target-1764130308599-0.4558214718602903,1109.5784360289324,607.6047989333557,1070.0841883886437,722.6613834540075,1068.5,613,false
254523.09999999404,target-1764130308599-0.4558214718602903,1102.202221842386,610.0357537668056,981.9592479300488,624.5981409159677,1068.5,613,false
254634.59999999404,target-1764130308599-0.4558214718602903,1097.2914073116792,617.3800682678085,998.5425997951331,655.8994515778388,1068.5,613,false
254728.5,target-1764130308599-0.4558214718602903,1067.879057510806,612.4441605496739,,,,,true
254752.69999998808,target-1764130309852-0.7485913947391599,917.4628359511069,269.04840783027845,975.2545887118125,711.4223455314476,1068.5,613,false
254874.09999999404,target-1764130309852-0.7485913947391599,917.4628359511069,269.04840783027845,898.3581772906344,740.3051651836838,1068.5,613,false
254994.29999998212,target-1764130309852-0.7485913947391599,917.4628359511069,269.04840783027845,967.5313029400688,759.2236892760897,1068.5,613,false
255120.19999998808,target-1764130309852-0.7485913947391599,1043.7724806765957,475.54842126173446,920.0525951408092,726.2130019544296,1068.5,613,false
255241.69999998808,target-1764130309852-0.7485913947391599,1059.743938853422,531.4537169068052,883.1155852320485,735.0182431169604,1068.5,613,false
255376.59999999404,target-1764130309852-0.7485913947391599,1053.0747978904565,533.8838720034136,946.4594647276818,717.5653927480204,1068.5,613,false
255503.29999998212,target-1764130309852-0.7485913947391599,1057.614055610777,607.9244844344837,936.0078173846292,786.2596874777505,1068.5,613,false
255630.29999998212,target-1764130309852-0.7485913947391599,1057.6136810296023,620.1849294089342,939.5737412108396,691.5905799120867,1068.5,613,false
255759.19999998808,target-1764130309852-0.7485913947391599,1073.0547284868126,625.1289169293044,948.764773747149,691.3161753666182,1068.5,613,false
255760.79999998212,target-1764130309852-0.7485913947391599,1073.0547284868126,625.1289169293044,,,,,true
255894.89999997616,target-1764130310903-0.5881607574084207,1540.9677383694623,881.7100394227023,1033.7946795471564,671.6144886870375,1068.5,613,false
256021.69999998808,target-1764130310903-0.5881607574084207,1540.144527627335,878.7919816159373,960.6159562192508,633.3453657676514,1068.5,613,false
256151.69999998808,target-1764130310903-0.5881607574084207,1267.4438182745052,745.9323665517534,966.105830627304,642.8871324551997,1068.5,613,false
256275.69999998808,target-1764130310903-0.5881607574084207,1110.0034876765078,657.0905409527874,1158.3947047085485,653.3846977256279,1068.5,613,false
256406.79999998212,target-1764130310903-0.5881607574084207,1107.5491194132355,659.563733054387,1009.2101494209276,742.0998240582719,1068.5,613,false
256530,target-1764130310903-0.5881607574084207,1097.6215271497508,630.0811121070521,993.2114401214757,697.5160638172891,1068.5,613,false
256659.09999999404,target-1764130310903-0.5881607574084207,1070.6485546267916,605.5893984222985,887.7267621146323,802.1906181740862,1068.5,613,false
256740.69999998808,target-1764130310903-0.5881607574084207,1070.6484679228492,608.0416512683478,,,,,true
256783,target-1764130311880-0.3782534729798548,1228.1485357991394,334.63041356475526,1084.240896417747,750.6808620768144,1068.5,613,false
256908.69999998808,target-1764130311880-0.3782534729798548,1228.1485357991394,334.6304135647554,1120.5845063340093,751.8455025676274,1068.5,613,false
257035.5,target-1764130311880-0.3782534729798548,1250.5301590223319,340.4283601822467,1017.5119257519717,713.6403804202105,1068.5,613,false
257159.69999998808,target-1764130311880-0.3782534729798548,1057.1278543784888,546.0323067987609,935.6068444355654,599.4866556111377,1068.5,613,false
257280.09999999404,target-1764130311880-0.3782534729798548,1054.920408943048,550.9686695913208,982.0975901840064,674.7657924214584,1068.5,613,false
257399.29999998212,target-1764130311880-0.3782534729798548,1057.1419261160013,553.4667088184906,968.9088985697935,683.7597955708641,1068.5,613,false
257521.39999997616,target-1764130311880-0.3782534729798548,1072.6347964266383,585.5544462413562,917.1649801245165,758.7088606453647,1068.5,613,false
257630.29999998212,target-1764130311880-0.3782534729798548,1074.836600319986,602.7266443980444,,,,,true
257654.39999997616,target-1764130311880-0.3782534729798548,1074.836600319986,602.7266443980444,840.4419140851356,737.0705228844222,1068.5,613,false
257773.39999997616,target-1764130312787-0.30590189067218376,-2956.582406494224,391.7466190050287,861.9793374224137,728.7300934499473,1068.5,613,false
257896.5,target-1764130312787-0.30590189067218376,-2956.582406494224,391.7466190050286,877.443684954806,670.019357903203,1068.5,613,false
258020.89999997616,target-1764130312787-0.30590189067218376,10285.443831214356,1910.956828196398,1038.0729900355752,732.0525433407668,1068.5,613,false
258154.79999998212,target-1764130312787-0.30590189067218376,477.8674515239562,641.8160044733504,875.3748698031607,847.6449536132361,1068.5,613,false
258284.59999999404,target-1764130312787-0.30590189067218376,856.6449402993009,740.3077927327892,796.8295595498921,786.9142340962171,1068.5,613,false
258411.79999998212,target-1764130312787-0.30590189067218376,865.0735124150663,738.0538957697728,907.2432123229364,701.1066210897955,1068.5,613,false
258531.89999997616,target-1764130312787-0.30590189067218376,1100.2482427397017,523.4486194550931,911.1294335934782,729.4150214052707,1068.5,613,false
258666.69999998808,target-1764130312787-0.30590189067218376,1090.2371982433997,558.3090915493136,980.820687697987,760.2833960609755,1068.5,613,false
258793,target-1764130312787-0.30590189067218376,1065.7740560604673,575.6139256185512,1041.2832927067104,695.8970548348302,1068.5,613,false
258914.09999999404,target-1764130312787-0.30590189067218376,1065.7790036157455,607.5360317621565,1004.2961222883296,762.7080812423479,1068.5,613,false
259039.29999998212,target-1764130312787-0.30590189067218376,1060.9058154752588,607.5313823417209,1119.9886819642597,794.100001452403,1068.5,613,false
259053.19999998808,target-1764130312787-0.30590189067218376,1060.9058154752588,607.5313823417209,,,,,true
259163.5,target-1764130314220-0.4575949729414309,5053.008761418885,-1134.5450848652843,1050.8430682178748,870.209124990653,1068.5,613,false
259290,target-1764130314220-0.4575949729414309,4468.326332305571,-909.605970870643,1038.9268432598178,794.4448321604693,1068.5,613,false
259411.59999999404,target-1764130314220-0.4575949729414309,4468.326332305571,-909.6059708706428,859.6578535977601,800.4764804661269,1068.5,613,false
259537.29999998212,target-1764130314220-0.4575949729414309,4239.082196364009,-795.3269703697504,769.6275944553314,921.5177356041828,1068.5,613,false
259671,target-1764130314220-0.4575949729414309,1456.0521623606408,489.1237834694213,1066.4215517503721,862.7797768105884,1068.5,613,false
259802.19999998808,target-1764130314220-0.4575949729414309,1265.6888345054842,533.5152712771991,1169.128570704569,689.9667615775118,1068.5,613,false
259933.69999998808,target-1764130314220-0.4575949729414309,1172.4632641214646,560.8364508418429,1061.7787885279572,630.0225538219784,1068.5,613,false
260059.5,target-1764130314220-0.4575949729414309,1084.007041426532,601.5655336417615,1158.2479834234698,696.1400737490928,1068.5,613,false
260184.59999999404,target-1764130314220-0.4575949729414309,1075.056486219808,608.9951837252522,943.1699078893005,726.3106488717209,1068.5,613,false
260305.19999998808,target-1764130314220-0.4575949729414309,1079.5300561061579,608.9663339625288,847.1167455367842,733.5360343727449,1068.5,613,false
260348,target-1764130314220-0.4575949729414309,1079.5300561061579,608.9663339625288,,,,,true
260436,target-1764130315481-0.8723321143051437,973.4864712719365,457.83517060124075,822.0392955032718,683.1120011519004,1068.5,613,false
260566.09999999404,target-1764130315481-0.8723321143051437,985.7286232347224,459.18905986161224,991.2989298141816,736.5593537239971,1068.5,613,false
